accident_id,accident_date,accident_time,latitude,longitude,fatalities,injuries,weather_id,road_id,vehicle_id,light_condition
359,2023-11-11,22:25:00,28.5275,77.1367,0,1,1,3,2,Night
360,2024-04-18,18:45:00,28.6139,77.2090,1,2,1,1,1,Dusk
361,2023-05-11,08:05:00,28.7041,77.1025,0,1,1,2,2,Day
362,2024-08-26,23:20:00,28.5562,77.1000,0,1,2,1,4,Night
363,2023-07-13,09:35:00,28.6139,77.2090,0,2,2,2,1,Day
364,2024-10-10,19:40:00,28.5275,77.1367,1,1,1,1,3,Night
365,2023-07-09,18:15:00,28.7041,77.1025,0,4,2,2,2,Dusk
366,2024-02-11,08:50:00,28.6139,77.2090,0,1,1,1,1,Day
367,2023-09-19,20:20:00,28.5562,77.1000,0,2,1,2,2,Night
368,2024-06-17,15:30:00,28.6358,77.2244,0,1,1,2,1,Day
369,2023-01-18,19:10:00,28.6128,77.2773,0,1,3,1,4,Night
370,2024-08-15,08:50:00,28.6562,77.2410,1,2,2,2,2,Day
371,2023-03-14,22:55:00,28.6139,77.2090,0,1,1,2,1,Night
372,2024-11-09,09:15:00,28.7041,77.1025,0,1,1,1,3,Day
373,2023-07-26,19:50:00,28.5562,77.1000,0,3,2,1,2,Night
374,2024-05-19,11:20:00,28.6139,77.2090,0,1,1,2,1,Day
375,2023-10-14,18:05:00,28.5275,77.1367,1,2,1,1,4,Dusk
376,2024-01-21,08:40:00,28.7041,77.1025,0,1,3,2,1,Day
377,2023-08-16,20:45:00,28.6139,77.2090,0,2,2,2,2,Night
378,2024-04-25,16:55:00,28.5562,77.1000,0,1,1,1,1,Day
379,2023-09-14,19:15:00,28.5275,77.1367,0,3,1,2,2,Night
380,2024-07-13,08:55:00,28.7041,77.1025,0,1,2,1,3,Day
381,2023-12-19,23:40:00,28.6139,77.2090,1,1,3,1,4,Night
382,2024-02-10,09:50:00,28.5562,77.1000,0,2,1,2,1,Day
383,2023-06-26,18:35:00,28.7041,77.1025,0,1,1,1,2,Dusk
384,2024-08-17,20:10:00,28.5275,77.1367,0,1,2,2,2,Night
385,2023-01-13,10:25:00,28.6358,77.2244,0,2,3,3,1,Day
386,2024-09-18,19:15:00,28.6128,77.2773,1,0,1,1,4,Night
387,2023-04-23,08:55:00,28.6562,77.2410,0,1,1,2,2,Day
388,2024-11-20,21:05:00,28.6139,77.2090,0,2,1,2,1,Night
389,2023-05-12,09:25:00,28.7041,77.1025,0,1,1,1,1,Day
390,2024-07-15,18:50:00,28.5562,77.1000,0,3,2,1,2,Dusk
391,2023-10-24,12:50:00,28.6139,77.2090,1,1,1,2,3,Day
392,2024-03-19,09:20:00,28.5275,77.1367,0,1,1,1,1,Day
393,2023-08-19,20:00:00,28.7041,77.1025,0,2,2,2,2,Night
394,2024-06-16,08:35:00,28.6139,77.2090,0,1,1,1,1,Day
395,2023-02-19,21:05:00,28.7041,77.1025,1,0,1,2,4,Night
396,2024-09-20,17:50:00,28.5562,77.1000,0,1,1,1,2,Day
397,2023-12-13,19:35:00,28.6139,77.2090,0,2,3,1,1,Night
398,2024-01-18,06:25:00,28.7041,77.1025,0,1,3,2,3,Dawn
399,2023-11-15,22:30:00,28.5275,77.1367,0,1,1,3,2,Night
400,2024-04-22,18:40:00,28.6139,77.2090,1,2,1,1,1,Dusk
401,2023-07-28,19:25:00,28.6139,77.2090,0,2,2,2,2,Night
402,2024-05-15,08:10:00,28.7041,77.1025,1,1,1,1,1,Day
403,2023-11-01,18:55:00,28.5562,77.1000,0,3,1,1,2,Dusk
404,2024-02-12,22:30:00,28.6139,77.2090,0,1,1,2,1,Night
405,2023-09-20,17:45:00,28.5275,77.1367,0,1,1,1,4,Dusk
406,2024-01-30,09:05:00,28.7041,77.1025,1,0,3,2,3,Day
407,2023-04-18,14:00:00,28.6139,77.2090,0,2,1,2,1,Day
408,2024-08-05,08:40:00,28.5562,77.1000,0,1,2,1,2,Day
409,2023-07-11,20:15:00,28.5275,77.1367,1,4,2,2,2,Night
410,2024-07-25,19:00:00,28.6139,77.2090,0,2,2,2,1,Night
411,2023-08-19,21:45:00,28.7041,77.1025,0,1,2,2,2,Night
412,2024-06-02,12:30:00,28.5562,77.1000,1,1,1,3,4,Day
413,2023-09-09,18:30:00,28.6139,77.2090,1,3,1,1,1,Dusk
414,2024-12-04,06:20:00,28.7041,77.1025,0,1,3,2,3,Dawn
415,2023-11-28,19:45:00,28.5275,77.1367,0,2,3,3,1,Night
416,2024-01-10,18:15:00,28.6139,77.2090,0,1,3,1,2,Dusk
417,2023-03-22,08:50:00,28.7041,77.1025,0,1,1,2,1,Day
418,2024-10-14,23:00:00,28.5562,77.1000,1,2,1,1,4,Night
419,2023-05-01,11:45:00,28.6139,77.2090,0,1,1,2,2,Day
420,2024-04-16,09:20:00,28.5275,77.1367,0,2,1,1,1,Day
421,2023-07-07,18:10:00,28.7041,77.1025,0,1,2,2,2,Dusk
422,2024-08-30,08:30:00,28.6139,77.2090,1,3,2,1,3,Day
423,2023-02-14,19:50:00,28.5562,77.1000,0,1,1,2,1,Night
424,2024-09-21,17:55:00,28.6139,77.2090,0,2,1,1,2,Dusk
425,2023-01-29,09:12:00,28.6358,77.2244,0,1,1,2,1,Day
426,2024-04-04,18:45:00,28.6128,77.2773,1,2,1,1,2,Dusk
427,2023-08-11,20:00:00,28.6562,77.2410,0,1,2,2,4,Night
428,2024-11-23,22:10:00,28.6139,77.2090,0,3,3,2,1,Night
429,2023-05-19,08:55:00,28.7041,77.1025,0,1,1,1,1,Day
430,2024-01-02,19:20:00,28.5562,77.1000,1,0,1,1,3,Night
431,2023-10-07,11:30:00,28.6139,77.2090,0,2,1,2,2,Day
432,2024-03-14,09:15:00,28.5275,77.1367,0,1,1,1,1,Day
433,2023-07-22,18:30:00,28.7041,77.1025,0,4,2,2,2,Dusk
434,2024-08-01,08:45:00,28.6139,77.2090,1,2,2,1,1,Day
435,2023-02-28,21:00:00,28.7041,77.1025,0,1,1,2,4,Night
436,2024-09-17,14:00:00,28.5562,77.1000,0,1,1,1,2,Day
437,2023-06-25,19:40:00,28.6139,77.2090,0,3,1,1,1,Night
438,2024-12-10,06:50:00,28.7041,77.1025,0,1,3,2,3,Dawn
439,2023-11-05,20:25:00,28.5275,77.1367,1,1,1,3,2,Night
440,2024-01-20,18:50:00,28.6139,77.2090,0,2,3,1,1,Dusk
441,2023-04-12,08:20:00,28.7041,77.1025,0,1,1,2,2,Day
442,2024-05-08,23:15:00,28.5562,77.1000,1,0,1,1,4,Night
443,2023-08-16,09:00:00,28.6139,77.2090,0,2,2,2,1,Day
444,2024-10-29,19:05:00,28.5275,77.1367,0,1,1,1,3,Night
445,2023-07-03,18:40:00,28.7041,77.1025,1,3,2,2,2,Dusk
446,2024-02-08,08:35:00,28.6139,77.2090,0,1,1,1,1,Day
447,2023-09-24,20:45:00,28.5562,77.1000,0,2,1,2,2,Night
448,2024-06-19,15:00:00,28.6358,77.2244,0,1,1,2,1,Day
449,2023-01-15,19:10:00,28.6128,77.2773,1,1,3,1,4,Night
450,2024-08-22,08:50:00,28.6562,77.2410,0,2,2,2,2,Day
451,2023-03-10,22:00:00,28.6139,77.2090,0,1,1,2,1,Night
452,2024-11-13,09:00:00,28.7041,77.1025,0,1,1,1,3,Day
453,2023-07-29,19:55:00,28.5562,77.1000,1,3,2,1,2,Night
454,2024-05-27,11:10:00,28.6139,77.2090,0,1,1,2,1,Day
455,2023-10-18,18:20:00,28.5275,77.1367,0,2,1,1,4,Dusk
456,2024-01-07,08:25:00,28.7041,77.1025,0,1,3,2,1,Day
457,2023-08-04,20:30:00,28.6139,77.2090,1,2,2,2,2,Night
458,2024-04-23,16:20:00,28.5562,77.1000,0,1,1,1,1,Day
459,2023-09-02,19:15:00,28.5275,77.1367,0,3,1,2,2,Night
460,2024-07-16,08:55:00,28.7041,77.1025,0,1,2,1,3,Day
461,2023-12-25,23:50:00,28.6139,77.2090,1,1,3,1,4,Night
462,2024-02-18,09:30:00,28.5562,77.1000,0,2,1,2,1,Day
463,2023-06-09,18:50:00,28.7041,77.1025,0,1,1,1,2,Dusk
464,2024-08-14,20:05:00,28.5275,77.1367,0,1,2,2,2,Night
465,2023-01-01,10:00:00,28.6358,77.2244,0,2,3,3,1,Day
466,2024-09-30,19:00:00,28.6128,77.2773,1,0,1,1,4,Night
467,2023-04-20,08:40:00,28.6562,77.2410,0,1,1,2,2,Day
468,2024-11-08,21:20:00,28.6139,77.2090,0,2,1,2,1,Night
469,2023-05-14,09:10:00,28.7041,77.1025,0,1,1,1,1,Day
470,2024-07-27,18:35:00,28.5562,77.1000,0,3,2,1,2,Dusk
471,2023-10-12,12:00:00,28.6139,77.2090,1,1,1,2,3,Day
472,2024-03-28,09:05:00,28.5275,77.1367,0,1,1,1,1,Day
473,2023-08-25,19:45:00,28.7041,77.1025,0,2,2,2,2,Night
474,2024-06-11,08:20:00,28.6139,77.2090,0,1,1,1,1,Day
475,2023-02-05,20:50:00,28.7041,77.1025,1,0,1,2,4,Night
476,2024-09-06,17:00:00,28.5562,77.1000,0,1,1,1,2,Day
477,2023-12-01,19:20:00,28.6139,77.2090,0,2,3,1,1,Night
478,2024-01-24,06:40:00,28.7041,77.1025,0,1,3,2,3,Dawn
479,2023-11-19,22:15:00,28.5275,77.1367,0,1,1,3,2,Night
480,2024-04-09,18:55:00,28.6139,77.2090,1,2,1,1,1,Dusk
481,2023-05-29,08:15:00,28.7041,77.1025,0,1,1,2,2,Day
482,2024-08-18,23:00:00,28.5562,77.1000,0,1,2,1,4,Night
483,2023-07-14,09:25:00,28.6139,77.2090,0,2,2,2,1,Day
484,2024-10-03,19:30:00,28.5275,77.1367,1,1,1,1,3,Night
485,2023-07-01,18:25:00,28.7041,77.1025,0,4,2,2,2,Dusk
486,2024-02-24,08:40:00,28.6139,77.2090,0,1,1,1,1,Day
487,2023-09-11,20:10:00,28.5562,77.1000,0,2,1,2,2,Night
488,2024-06-29,14:30:00,28.6358,77.2244,0,1,1,2,1,Day
489,2023-01-22,19:00:00,28.6128,77.2773,0,1,3,1,4,Night
490,2024-08-28,08:55:00,28.6562,77.2410,1,2,2,2,2,Day
491,2023-03-25,22:45:00,28.6139,77.2090,0,1,1,2,1,Night
492,2024-11-01,09:05:00,28.7041,77.1025,0,1,1,1,3,Day
493,2023-07-18,19:40:00,28.5562,77.1000,0,3,2,1,2,Night
494,2024-05-11,10:50:00,28.6139,77.2090,0,1,1,2,1,Day
495,2023-10-22,18:15:00,28.5275,77.1367,1,2,1,1,4,Dusk
496,2024-01-13,08:30:00,28.7041,77.1025,0,1,3,2,1,Day
497,2023-08-08,20:35:00,28.6139,77.2090,0,2,2,2,2,Night
498,2024-04-18,16:45:00,28.5562,77.1000,0,1,1,1,1,Day
499,2023-09-06,19:05:00,28.5275,77.1367,1,3,1,2,2,Night
500,2024-07-21,08:50:00,28.7041,77.1025,0,1,2,1,3,Day
